0,0.63971096
1,0.8025413
2,0.8404985
3,0.85560024
4,0.86449075
5,0.8735842
6,0.88612837
7,0.89733285
8,0.9066293
9,0.9120692
10,0.9153169
11,0.9190923
12,0.92753625
