0,0.09296472
1,0.09276174
2,0.09276174
3,0.09276174
4,0.09276174
5,0.09276174
6,0.09296472
7,0.09276174
8,0.09276174
9,0.10276174
10,0.10576174
11,0.10776174
12,0.107
